cell_line_name,avana
ACH-000004,0.8493429811234176
ACH-000074,0.777501007398715
ACH-000147,0.9200295162914097
ACH-000168,0.6028430207653953
ACH-000183,0.9747338206555811
ACH-000263,0.4534097641550493
ACH-000292,0.6522339066968853
ACH-000334,0.623090838180482
ACH-000396,0.265181940831717
ACH-000404,0.6168545790841723
ACH-000406,0.9226504603972501
ACH-000434,0.8744158920052674
ACH-000458,0.6469733851108607
ACH-000479,0.5515996166987901
ACH-000527,0.9264447528020927
ACH-000605,0.7229652807882587
ACH-000614,0.9283980033243737
ACH-000657,0.913874447138636
ACH-000750,0.0744060225757356
ACH-000774,0.7834944742937339
ACH-000787,0.8809886011542623
ACH-000788,0.981614359275337
ACH-000912,0.9364442099055671
ACH-000935,0.6546730152500071
ACH-000937,0.9679065644507965
ACH-000946,0.8731786973173765
ACH-000955,0.025202319416095742
ACH-000988,0.8598524615539485
ACH-000993,0.913968602836605
ACH-000996,0.68107762959001
ACH-001129,0.317499567617176
ACH-001303,0.5375698199985063
ACH-001411,0.47008529362411644
ACH-001533,0.5862129382029329
ACH-001554,0.8774726957445753
ACH-001563,0.8804080961618849
ACH-001636,0.13349002591400405
ACH-001674,0.8298088043802331
ACH-001736,0.8164979650446162
ACH-001836,0.966606965230901
ACH-001842,0.681321692710726
ACH-001843,0.9754011103148251
ACH-002029,0.911107717004163
ACH-002926,0.6970586058591317
