gene,screen_delay
A1CF (29974),2.9999999999999996
A2M (2),2.9999999999999996
A2ML1 (144568),2.9999999999999996
A3GALT2 (127550),2.9999999999999996
A4GALT (53947),2.9999999999999996
A4GNT (51146),2.9999999999999996
AAAS (8086),2.9999999999999996
AACS (65985),2.9999999999999996
AADAC (13),2.9999999999999996
AADACL2 (344752),2.9999999999999996
AAMP (14),2.9999999999999996
ABCE1 (6059),2.9999999999999996
ABCG8 (64241),2.9999999999999996
ABL1 (25),2.9999999999999996
ACTL6A (86),2.9999999999999996
ACTL7A (10881),2.9999999999999996
ACTL8 (81569),2.9999999999999996
ACTL9 (284382),2.9999999999999996
ACTR8 (93973),2.9999999999999996
ADAM18 (8749),2.9999999999999996
ADAM20 (8748),2.9999999999999996
ADGRG7 (84873),2.9999999999999996
ADH1B (125),2.9999999999999996
AFM (173),2.9999999999999996
AHCY (191),2.9999999999999996
AIPL1 (23746),2.9999999999999996
AKT1 (207),2.9999999999999996
ALG1 (56052),2.9999999999999996
ALG2 (85365),2.9999999999999996
ALK (238),2.9999999999999996
ALPI (248),2.9999999999999996
ANAPC10 (10393),2.9999999999999996
ANAPC5 (51433),2.9999999999999996
ANG (283),2.9999999999999996
ANKRD26 (22852),2.9999999999999996
ANKRD30A (91074),2.9999999999999996
APOA4 (337),2.9999999999999996
APOBR (55911),2.9999999999999996
APOF (319),2.9999999999999996
AQR (9716),2.9999999999999996
ARGFX (503582),2.9999999999999996
ARHGAP29 (9411),2.9999999999999996
ARHGAP35 (2909),2.9999999999999996
ARHGEF6 (9459),2.9999999999999996
ARMC7 (79637),2.9999999999999996
ARPC4 (10093),2.9999999999999996
ASB17 (127247),2.9999999999999996
ASZ1 (136991),2.9999999999999996
ATL2 (64225),2.9999999999999996
ATP4B (496),2.9999999999999996
ATP6AP2 (10159),2.9999999999999996
ATP6V1A (523),2.9999999999999996
ATP8B2 (57198),2.9999999999999996
ATR (545),2.9999999999999996
AXL (558),2.9999999999999996
B3GNT6 (192134),2.9999999999999996
BARD1 (580),2.9999999999999996
BARHL1 (56751),2.9999999999999996
BCAS2 (10286),2.9999999999999996
BCL2 (596),2.9999999999999996
BCL6 (604),2.9999999999999996
BDP1 (55814),2.9999999999999996
BMP10 (27302),2.9999999999999996
BMS1 (9790),2.9999999999999996
BPIFA3 (128861),2.9999999999999996
BPIFB6 (128859),2.9999999999999996
BPTF (2186),2.9999999999999996
BRAF (673),2.9999999999999996
BRD8 (10902),2.9999999999999996
BRDT (676),2.9999999999999996
BTK (695),2.9999999999999996
BUB1B (701),2.9999999999999996
BYSL (705),2.9999999999999996
C10orf53 (282966),2.9999999999999996
C11orf71 (54494),2.9999999999999996
C12orf40 (283461),2.9999999999999996
C16orf89 (146556),2.9999999999999996
C17orf78 (284099),2.9999999999999996
C20orf173 (140873),2.9999999999999996
C8A (731),2.9999999999999996
CABP5 (56344),2.9999999999999996
CACFD1 (11094),2.9999999999999996
CACNG2 (10369),2.9999999999999996
CACNG5 (27091),2.9999999999999996
CAD (790),2.9999999999999996
CAPN9 (10753),2.9999999999999996
CBFA2T3 (863),2.9999999999999996
CBLIF (2694),2.9999999999999996
CCDC83 (220047),2.9999999999999996
CCL1 (6346),2.9999999999999996
CCNA2 (890),2.9999999999999996
CCND1 (595),2.9999999999999996
CCND2 (894),2.9999999999999996
CCT2 (10576),2.9999999999999996
CCT6A (908),2.9999999999999996
CD1D (912),2.9999999999999996
CD200R1L (344807),2.9999999999999996
CDC20 (991),2.9999999999999996
CDC45 (8318),2.9999999999999996
CDC73 (79577),2.9999999999999996
CDK1 (983),2.9999999999999996
CDK4 (1019),2.9999999999999996
CDX2 (1045),2.9999999999999996
CEBPA (1050),2.9999999999999996
CEBPZ (10153),2.9999999999999996
CELA2A (63036),2.9999999999999996
CELA3B (23436),2.9999999999999996
CENPJ (55835),2.9999999999999996
CENPW (387103),2.9999999999999996
CEP57 (9702),2.9999999999999996
CETN1 (1068),2.9999999999999996
CFAP53 (220136),2.9999999999999996
CFHR5 (81494),2.9999999999999996
CHAF1A (10036),2.9999999999999996
CHMP2A (27243),2.9999999999999996
CHORDC1 (26973),2.9999999999999996
CHRNA6 (8973),2.9999999999999996
CLASRP (11129),2.9999999999999996
CLCA1 (1179),2.9999999999999996
CLEC2A (387836),2.9999999999999996
CLEC6A (93978),2.9999999999999996
CMPK1 (51727),2.9999999999999996
CMTR1 (23070),2.9999999999999996
CNBD1 (168975),2.9999999999999996
CNPY1 (285888),2.9999999999999996
COA5 (493753),2.9999999999999996
COG4 (25839),2.9999999999999996
COL20A1 (57642),2.9999999999999996
COPB2 (9276),2.9999999999999996
COPS3 (8533),2.9999999999999996
COQ4 (51117),2.9999999999999996
COX5B (1329),2.9999999999999996
CPSF6 (11052),2.9999999999999996
CRNN (49860),2.9999999999999996
CRYBB2 (1415),2.9999999999999996
CRYGB (1419),2.9999999999999996
CSE1L (1434),2.9999999999999996
CSF2RB (1439),2.9999999999999996
CSHL1 (1444),2.9999999999999996
CSN3 (1448),2.9999999999999996
CST4 (1472),2.9999999999999996
CST8 (10047),2.9999999999999996
CST9L (128821),2.9999999999999996
CSTF3 (1479),2.9999999999999996
CTCFL (140690),2.9999999999999996
CTNNB1 (1499),2.9999999999999996
CTNNBL1 (56259),2.9999999999999996
CTU2 (348180),2.9999999999999996
CWF19L2 (143884),2.9999999999999996
CYLC2 (1539),2.9999999999999996
CYP11B2 (1585),2.9999999999999996
CYP2A13 (1553),2.9999999999999996
CYP4A22 (284541),2.9999999999999996
DARS2 (55157),2.9999999999999996
DAZL (1618),2.9999999999999996
DCAF8L2 (347442),2.9999999999999996
DCANP1 (140947),2.9999999999999996
DCTN2 (10540),2.9999999999999996
DDB1 (1642),2.9999999999999996
DDR2 (4921),2.9999999999999996
DDX21 (9188),2.9999999999999996
DDX39B (7919),2.9999999999999996
DDX4 (54514),2.9999999999999996
DDX49 (54555),2.9999999999999996
DDX56 (54606),2.9999999999999996
DEFA6 (1671),2.9999999999999996
DEFB118 (117285),2.9999999999999996
DEFB126 (81623),2.9999999999999996
DEFB129 (140881),2.9999999999999996
DGCR8 (54487),2.9999999999999996
DHX33 (56919),2.9999999999999996
DHX8 (1659),2.9999999999999996
DIS3 (22894),2.9999999999999996
DMAP1 (55929),2.9999999999999996
DMP1 (1758),2.9999999999999996
DMRTB1 (63948),2.9999999999999996
DNAJB1 (3337),2.9999999999999996
DNAJC2 (27000),2.9999999999999996
DNMT1 (1786),2.9999999999999996
DPRX (503834),2.9999999999999996
DR1 (1810),2.9999999999999996
DRGX (644168),2.9999999999999996
DSG4 (147409),2.9999999999999996
DTX2 (113878),2.9999999999999996
DYNC1H1 (1778),2.9999999999999996
EBF1 (1879),2.9999999999999996
ECD (11319),2.9999999999999996
EEFSEC (60678),2.9999999999999996
EFCAB3 (146779),2.9999999999999996
EFEMP1 (2202),2.9999999999999996
EGFR (1956),2.9999999999999996
EIF1AD (84285),2.9999999999999996
EIF2B4 (8890),2.9999999999999996
EIF3A (8661),2.9999999999999996
EIF3J (8669),2.9999999999999996
EIF4E (1977),2.9999999999999996
EIF6 (3692),2.9999999999999996
ELOA2 (51224),2.9999999999999996
ELP4 (26610),2.9999999999999996
ENO1 (2023),2.9999999999999996
ERBB2 (2064),2.9999999999999996
ERBB3 (2065),2.9999999999999996
ERBB4 (2066),2.9999999999999996
ERCC4 (2072),2.9999999999999996
ESR1 (2099),2.9999999999999996
ESRP2 (80004),2.9999999999999996
EVX1 (2128),2.9999999999999996
EXOC1 (55763),2.9999999999999996
EXOSC1 (51013),2.9999999999999996
EXOSC5 (56915),2.9999999999999996
FABP2 (2169),2.9999999999999996
FAM210A (125228),2.9999999999999996
FARSB (10056),2.9999999999999996
FBRSL1 (57666),2.9999999999999996
FBXL13 (222235),2.9999999999999996
FCRL4 (83417),2.9999999999999996
FEN1 (2237),2.9999999999999996
FERMT1 (55612),2.9999999999999996
FEZF2 (55079),2.9999999999999996
FGF3 (2248),2.9999999999999996
FGF6 (2251),2.9999999999999996
FGFR1 (2260),2.9999999999999996
FGFR2 (2263),2.9999999999999996
FGFR3 (2261),2.9999999999999996
FLG2 (388698),2.9999999999999996
FLI1 (2313),2.9999999999999996
FLT3 (2322),2.9999999999999996
FNDC9 (408263),2.9999999999999996
FNTB (2342),2.9999999999999996
FOXA1 (3169),2.9999999999999996
FOXB2 (442425),2.9999999999999996
FOXE3 (2301),2.9999999999999996
FOXL2 (668),2.9999999999999996
FOXR1 (283150),2.9999999999999996
FOXR2 (139628),2.9999999999999996
FRAT1 (10023),2.9999999999999996
FRZB (2487),2.9999999999999996
FSCB (84075),2.9999999999999996
FUNDC2 (65991),2.9999999999999996
FUT9 (10690),2.9999999999999996
FZD8 (8325),2.9999999999999996
GABRA1 (2554),2.9999999999999996
GALNTL5 (168391),2.9999999999999996
GALR3 (8484),2.9999999999999996
GAPDH (2597),2.9999999999999996
GATA1 (2623),2.9999999999999996
GATA2 (2624),2.9999999999999996
GATA3 (2625),2.9999999999999996
GATC (283459),2.9999999999999996
GCG (2641),2.9999999999999996
GDF2 (2658),2.9999999999999996
GEMIN8 (54960),2.9999999999999996
GFM1 (85476),2.9999999999999996
GFRAL (389400),2.9999999999999996
GHRH (2691),2.9999999999999996
GINS3 (64785),2.9999999999999996
GJA10 (84694),2.9999999999999996
GJB2 (2706),2.9999999999999996
GK2 (2712),2.9999999999999996
GLRA1 (2741),2.9999999999999996
