gene,avana
KANSL2 (54934),0.0
KASH5 (147872),0.0
KCMF1 (56888),0.0
KCNB2 (9312),0.0
KCNK10 (54207),0.0
KCNK18 (338567),0.0
KDELR3 (11015),0.0
KDR (3791),0.0
KHDC3L (154288),0.0
KIN (22944),0.0
KIR2DL1 (3802),0.0
KIT (3815),0.0
KLF5 (688),0.0
KLK12 (43849),0.0
KRAS (3845),0.0
KRT2 (3849),0.0
KRT26 (353288),0.0
KRT33A (3883),0.0
KRT36 (8689),0.0
KRT38 (8687),0.0
KRT71 (112802),0.0
KRT74 (121391),0.0
KRT76 (51350),0.0
KRT78 (196374),0.0
KRT84 (3890),0.0
KRT86 (3892),0.0
KRTAP1-1 (81851),0.0
KRTAP10-10 (353333),0.0
KRTAP10-9 (386676),0.0
KRTAP13-1 (140258),0.0
KRTAP13-3 (337960),0.0
KRTAP15-1 (254950),0.0
KRTAP19-3 (337970),0.0
KRTAP26-1 (388818),0.0
KRTAP4-11 (653240),0.0
KRTAP4-2 (85291),0.0
KRTAP5-1 (387264),0.0
KSR2 (283455),0.0
LAGE3 (8270),0.0
LAS1L (81887),0.0
LBX1 (10660),0.0
LCT (3938),0.0
LGALS14 (56891),0.0
LHX3 (8022),0.0
LIAS (11019),0.0
LIM2 (3982),0.0
LMX1B (4010),0.0
LORICRIN (4014),0.0
LPGAT1 (9926),0.0
LRIT2 (340745),0.0
LRPPRC (10128),0.0
LSM4 (25804),0.0
LYL1 (4066),0.0
LYRM4 (57128),0.0
MAP2K1 (5604),0.0
MAP2K2 (5605),0.0
MAS1 (4142),0.0
MASTL (84930),0.0
MBD3L1 (85509),0.0
MBL2 (4153),0.0
MC3R (4159),0.0
MCL1 (4170),0.0
MCM10 (55388),0.0
MCM6 (4175),0.0
MDC1 (9656),0.0
MDM2 (4193),0.0
MECOM (2122),0.0
MED12 (9968),0.0
MED14 (9282),0.0
MED20 (9477),0.0
MED31 (51003),0.0
MED8 (112950),0.0
MEF2D (4209),0.0
MEP1A (4224),0.0
MEPE (56955),0.0
MET (4233),0.0
METTL1 (4234),0.0
MFAP1 (4236),0.0
MICU2 (221154),0.0
MIS18BP1 (55320),0.0
MLLT10 (8028),0.0
MMD2 (221938),0.0
MMP21 (118856),0.0
MMP27 (64066),0.0
MOB4 (25843),0.0
MORC1 (27136),0.0
MPRIP (23164),0.0
MRGPRX1 (259249),0.0
MRGPRX4 (117196),0.0
MRPL16 (54948),0.0
MRPL20 (55052),0.0
MRPL27 (51264),0.0
MRPL37 (51253),0.0
MRPL40 (64976),0.0
MRPL48 (51642),0.0
MRPL9 (65005),0.0
MRPS15 (64960),0.0
MRPS23 (51649),0.0
MRPS30 (10884),0.0
MRPS5 (64969),0.0
MRTO4 (51154),0.0
MS4A13 (503497),0.0
MSGN1 (343930),0.0
MSI2 (124540),0.0
MTA3 (57504),0.0
MTNR1B (4544),0.0
MTOR (2475),0.0
MTPAP (55149),0.0
MUC7 (4589),0.0
MYB (4602),0.0
MYBL1 (4603),0.0
MYBPC3 (4607),0.0
MYCN (4613),0.0
MYD88 (4615),0.0
N6AMT1 (29104),0.0
NAA25 (80018),0.0
NAF1 (92345),0.0
NANOGNB (360030),0.0
NARS2 (79731),0.0
NAV3 (89795),0.0
NCAPG (64151),0.0
NCL (4691),0.0
NCR2 (9436),0.0
NDST1 (3340),0.0
NEDD1 (121441),0.0
NEUROD2 (4761),0.0
NEUROD6 (63974),0.0
NFE2L2 (4780),0.0
NFKBIE (4794),0.0
NFS1 (9054),0.0
NIP7 (51388),0.0
NKX2-1 (7080),0.0
NLRP4 (147945),0.0
NLRP8 (126205),0.0
NMS (129521),0.0
NOB1 (28987),0.0
NOL11 (25926),0.0
NOL9 (79707),0.0
NOP10 (55505),0.0
NOP56 (10528),0.0
NOTCH1 (4851),0.0
NOX3 (50508),0.0
NPAT (4863),0.0
NPHP3 (27031),0.0
NPHS2 (7827),0.0
NPVF (64111),0.0
NRAS (4893),0.0
NSA2 (10412),0.0
NSMCE4A (54780),0.0
NT5C2 (22978),0.0
NUDC (10726),0.0
NUFIP1 (26747),0.0
NUP155 (9631),0.0
NUP43 (348995),0.0
NUP93 (9688),0.0
OC90 (729330),0.0
OGT (8473),0.0
OLIG3 (167826),0.0
OPN5 (221391),0.0
OR10A4 (283297),0.0
OR10H1 (26539),0.0
OR10H3 (26532),0.0
OR10R2 (343406),0.0
OR11A1 (26531),0.0
OR12D3 (81797),0.0
OR13D1 (286365),0.0
OR1A1 (8383),0.0
OR1E1 (8387),0.0
OR1G1 (8390),0.0
OR1N2 (138882),0.0
OR2AT4 (341152),0.0
OR2C3 (81472),0.0
OR2D3 (120775),0.0
OR2G2 (81470),0.0
OR2H1 (26716),0.0
OR2L3 (391192),0.0
OR2T10 (127069),0.0
OR2T2 (401992),0.0
OR2T5 (401993),0.0
OR3A1 (4994),0.0
OR4C3 (256144),0.0
OR4D10 (390197),0.0
OR4D9 (390199),0.0
OR51B6 (390058),0.0
OR51F2 (119694),0.0
OR51V1 (283111),0.0
OR52A5 (390054),0.0
OR52B6 (340980),0.0
OR52L1 (338751),0.0
OR56A1 (120796),0.0
OR56B1 (387748),0.0
OR5C1 (392391),0.0
OR5M1 (390168),0.0
OR5P2 (120065),0.0
OR5T1 (390155),0.0
OR5T3 (390154),0.0
OR5W2 (390148),0.0
OR6V1 (346517),0.0
OR7C2 (26658),0.0
OR7G2 (390882),0.0
OR8B8 (26493),0.0
OR8U1 (219417),0.0
OR9Q2 (219957),0.0
ORC2 (4999),0.0
ORC6 (23594),0.0
ORMDL2 (29095),0.0
OTOP3 (347741),0.0
OTP (23440),0.0
PABPN1 (8106),0.0
PALB2 (79728),0.0
PANX3 (116337),0.0
PARD3 (56288),0.0
PARD6B (84612),0.0
PASD1 (139135),0.0
PAX4 (5078),0.0
PAX8 (7849),0.0
PCARE (388939),0.0
PCF11 (51585),0.0
PCSK4 (54760),0.0
PCYT1A (5130),0.0
PDCL (5082),0.0
PDE6H (5149),0.0
PDX1 (3651),0.0
PEA15 (8682),0.0
PES1 (23481),0.0
PFDN2 (5202),0.0
PGK1 (5230),0.0
PGK2 (5232),0.0
PGLYRP3 (114771),0.0
PGR (5241),0.0
PHIP (55023),0.0
PIK3C3 (5289),0.0
PIK3CA (5290),0.0
PIK3CB (5291),0.0
PIRT (644139),0.0
PIWIL3 (440822),0.0
PLA2G2F (64600),0.0
PLRG1 (5356),0.0
PMVK (10654),0.0
PNLIP (5406),0.0
PNPLA5 (150379),0.0
PNPT1 (87178),0.0
POLD2 (5425),0.0
POLR1A (25885),0.0
POLR1F (221830),0.0
POLR2D (5433),0.0
POLR2L (5441),0.0
POLR3E (55718),0.0
POP4 (10775),0.0
POTED (317754),0.0
POTEH (23784),0.0
POU2AF3 (120376),0.0
POU2F2 (5452),0.0
POU4F3 (5459),0.0
PPIE (10450),0.0
PPME1 (51400),0.0
PPP1R15B (84919),0.0
PPP2CA (5515),0.0
PPP3R2 (5535),0.0
PPRC1 (23082),0.0
PRAMEF2 (65122),0.0
PRDM1 (639),0.0
PRDM14 (63978),0.0
PRDM9 (56979),0.0
PREB (10113),0.0
PRLH (51052),0.0
PRMT5 (10419),0.0
PROP1 (5626),0.0
PRPF3 (9129),0.0
PRPF4 (9128),0.0
PRPF8 (10594),0.0
PRRT4 (401399),0.0
PRSS37 (136242),0.0
PRSS55 (203074),0.0
PSKH2 (85481),0.0
PSMA5 (5686),0.0
PSMB4 (5692),0.0
PSMC1 (5700),0.0
PSMC6 (5706),0.0
PSMD13 (5719),0.0
PSMD4 (5710),0.0
PSMG1 (8624),0.0
PTCD3 (55037),0.0
QARS1 (5859),0.0
RAB43 (339122),0.0
RAC1 (5879),0.0
RACGAP1 (29127),0.0
RAD51C (5889),0.0
RAF1 (5894),0.0
RANGAP1 (5905),0.0
RAX (30062),0.0
RBBP5 (5929),0.0
RBM14 (10432),0.0
RBM28 (55131),0.0
RBM46 (166863),0.0
RBM47 (54502),0.0
RBM48 (84060),0.0
RBP3 (5949),0.0
RCC1 (1104),0.0
RD3 (343035),0.0
REG3A (5068),0.0
RELB (5971),0.0
RET (5979),0.0
RETNLB (84666),0.0
RFC2 (5982),0.0
RFPL4B (442247),0.0
RFT1 (91869),0.0
RGN (9104),0.0
RHBDD1 (84236),0.0
RHO (6010),0.0
RHOA (387),0.0
RIOK1 (83732),0.0
RNASE11 (122651),0.0
RNASE13 (440163),0.0
RNASE9 (390443),0.0
RNF113B (140432),0.0
RNF168 (165918),0.0
RNGTT (8732),0.0
RP1 (6101),0.0
RPA1 (6117),0.0
RPE65 (6121),0.0
RPF1 (80135),0.0
RPL11 (6135),0.0
RPL18 (6141),0.0
RPL3 (6122),0.0
RPN1 (6184),0.0
RPP38 (10557),0.0
RPS11 (6205),0.0
RPS15A (6210),0.0
RPS19BP1 (91582),0.0
RPS21 (6227),0.0
RPS4X (6191),0.0
RPTOR (57521),0.0
RRAS2 (22800),0.0
RRP1 (8568),0.0
RRP7A (27341),0.0
RTEL1 (51750),0.0
RTP1 (132112),0.0
RUNX1 (861),0.0
RUVBL2 (10856),0.0
RXFP2 (122042),0.0
SAMM50 (25813),0.0
SARS2 (54938),0.0
SATB2 (23314),0.0
SCFD1 (23256),0.0
SCGB1D1 (10648),0.0
SCRT2 (85508),0.0
SDHA (6389),0.0
SDHAF3 (57001),0.0
SEC14L3 (266629),0.0
SEC61A1 (29927),0.0
SEH1L (81929),0.0
SEPTIN14 (346288),0.0
SERPINA9 (327657),0.0
SF3A1 (10291),0.0
SF3B1 (23451),0.0
SF3B3 (23450),0.0
SHCBP1L (81626),0.0
SHQ1 (55164),0.0
SIGLECL1 (284369),0.0
SIRPB2 (284759),0.0
SLC10A2 (6555),0.0
SLC16A11 (162515),0.0
SLC17A2 (10246),0.0
SLC18A3 (6572),0.0
SLC22A13 (9390),0.0
SLC22A6 (9356),0.0
SLC22A9 (114571),0.0
SLC25A26 (115286),0.0
SLC25A31 (83447),0.0
SLC2A7 (155184),0.0
SLC34A1 (6569),0.0
SLC39A12 (221074),0.0
SLC5A11 (115584),0.0
SLC6A5 (9152),0.0
SLC7A13 (157724),0.0
SLCO6A1 (133482),0.0
SLU7 (10569),0.0
SMC2 (10592),0.0
SMC6 (79677),0.0
SMNDC1 (10285),0.0
SNIP1 (79753),0.0
SNRNP40 (9410),0.0
SNRPC (6631),0.0
SNRPF (6636),0.0
SOHLH1 (402381),0.0
SON (6651),0.0
SOS1 (6654),0.0
SOX10 (6663),0.0
SOX14 (8403),0.0
SOX4 (6659),0.0
SOX9 (6662),0.0
SPACA1 (81833),0.0
SPACA4 (171169),0.0
SPATA16 (83893),0.0
SPC25 (57405),0.0
SPDEF (25803),0.0
SPEM1 (374768),0.0
SPI1 (6688),0.0
SPINK14 (408187),0.0
SPPL2C (162540),0.0
SRBD1 (55133),0.0
SRP19 (6728),0.0
SRPRB (58477),0.0
SRSF11 (9295),0.0
SSTR4 (6754),0.0
SSU72 (29101),0.0
STAT3 (6774),0.0
STK16 (8576),0.0
STK19 (8859),0.0
STPG4 (285051),0.0
STX5 (6811),0.0
SUN5 (140732),0.0
SUPT16H (11198),0.0
SUPV3L1 (6832),0.0
TAAR2 (9287),0.0
TAAR6 (319100),0.0
TACC3 (10460),0.0
TAF1B (9014),0.0
TAF6L (10629),0.0
TAS1R2 (80834),0.0
TAS2R13 (50838),0.0
TAS2R39 (259285),0.0
TAS2R41 (259287),0.0
TAS2R43 (259289),0.0
TAS2R50 (259296),0.0
TAS2R7 (50837),0.0
TAS2R9 (50835),0.0
TBC1D21 (161514),0.0
TBCA (6902),0.0
TBR1 (10716),0.0
TBX2 (6909),0.0
TBX3 (6926),0.0
TBXT (6862),0.0
TCF4 (6925),0.0
TCF7 (6932),0.0
TCP1 (6950),0.0
TEAD1 (7003),0.0
TEX101 (83639),0.0
TEX45 (374877),0.0
TFAM (7019),0.0
TFAP2A (7020),0.0
TFAP2C (7022),0.0
TFAP2D (83741),0.0
THOC7 (80145),0.0
TIMM22 (29928),0.0
TIPARP (25976),0.0
TIPRL (261726),0.0
TKTL2 (84076),0.0
TLE3 (7090),0.0
TMED2 (10959),0.0
TMEM132D (121256),0.0
TMEM174 (134288),0.0
TMEM225 (338661),0.0
TMPRSS11A (339967),0.0
TMPRSS11F (389208),0.0
TMPRSS15 (5651),0.0
TMPRSS6 (164656),0.0
TNPO3 (23534),0.0
TNS4 (84951),0.0
TOP2A (7153),0.0
TOX (9760),0.0
TP63 (8626),0.0
TPD52L3 (89882),0.0
TPR (7175),0.0
TPRX1 (284355),0.0
TRAPPC1 (58485),0.0
TRAPPC8 (22878),0.0
TREML4 (285852),0.0
TRIM10 (10107),0.0
TRIM40 (135644),0.0
TRIM43 (129868),0.0
TRIM60 (166655),0.0
TRIML1 (339976),0.0
TRMT61A (115708),0.0
TROAP (10024),0.0
TRPM1 (4308),0.0
TSBP1 (10665),0.0
TSEN2 (80746),0.0
TSHB (7252),0.0
TSPO2 (222642),0.0
TSR2 (90121),0.0
TSSK1B (83942),0.0
TTF2 (8458),0.0
TUBB (203068),0.0
TUBGCP3 (10426),0.0
TUT1 (64852),0.0
TXNDC8 (255220),0.0
U2AF1 (7307),0.0
U2AF2 (11338),0.0
UBA3 (9039),0.0
UBE2D2 (7322),0.0
UBL5 (59286),0.0
UBQLN3 (50613),0.0
UCHL3 (7347),0.0
UMPS (7372),0.0
UQCRFS1 (7386),0.0
URI1 (8725),0.0
UROC1 (131669),0.0
USP29 (57663),0.0
USP36 (57602),0.0
USPL1 (10208),0.0
UTP20 (27340),0.0
VARS1 (7407),0.0
VAV1 (7409),0.0
VAX1 (11023),0.0
VN1R4 (317703),0.0
VPS25 (84313),0.0
VPS72 (6944),0.0
VRTN (55237),0.0
VSTM1 (284415),0.0
WDHD1 (11169),0.0
WDR3 (10885),0.0
WDR43 (23160),0.0
WDR82 (80335),0.0
WFDC10A (140832),0.0
WFDC9 (259240),0.0
XPO1 (7514),0.0
XRCC6 (2547),0.0
YAP1 (10413),0.0
YARS2 (51067),0.0
YKT6 (10652),0.0
ZBTB11 (27107),0.0
ZBTB7B (51043),0.0
ZC3H8 (84524),0.0
ZC4H2 (55906),0.0
ZCCHC12 (170261),0.0
ZEB2 (9839),0.0
ZFP36L1 (677),0.0
ZG16 (653808),0.0
ZMAT2 (153527),0.0
ZNF207 (7756),0.0
ZNF48 (197407),0.0
ZNF622 (90441),0.0
ZNF648 (127665),0.0
ZNF804B (219578),0.0
ZP2 (7783),0.0
ZSWIM2 (151112),0.0
