replicate_ID,library,growth_rate
ACH-000004_Avana-3_HEL-311Cas9_RepA_p4_Avana-3,avana,0.8099350309142463
ACH-000004_Avana-3_HEL-311Cas9_RepB_p4_Avana-3,avana,0.8108009079228284
ACH-000074_Avana-3_KU812-311cas9-RepA-p6_Avana-3,avana,0.9542128565601034
ACH-000074_Avana-3_KU812-311cas9-RepB-p6_Avana-3,avana,1.0808177455318086
ACH-000147_Avana-4_T47D-311Cas9-RepA-p6_Avana-4,avana,0.9198468524847416
ACH-000147_Avana-4_T47D-311Cas9-RepB-p6_Avana-4,avana,0.9086793189177436
ACH-000168_Avana-2_NOMO-1-311Cas9_RepA_p4_Avana-2,avana,0.7809197724080136
ACH-000168_Avana-2_NOMO-1-311Cas9_RepB_p4_Avana-2,avana,0.7733888827574074
ACH-000183_Avana-3_L363-311Cas9_RepA_p6_Avana-3,avana,1.1610505877050337
ACH-000183_Avana-3_L363-311Cas9_RepB_p6_Avana-3,avana,1.188126672571647
ACH-000263_Avana-3_KASUMI-1-311cas9_RepA_p6_Avana-3,avana,0.5923658097516692
ACH-000263_Avana-3_KASUMI-1-311cas9_RepB_p6_Avana-3,avana,0.5927598071752759
ACH-000292_Avana-3_NCI-H841-311as9_RepA_p6_Avana-3,avana,0.8541955452200026
ACH-000292_Avana-3_NCI-H841-311as9_RepB_p6_Avana-3,avana,0.8352330696992459
ACH-000334_Avana-3_DB-311Cas9_RepA_p3_Avana-3,avana,0.6350557218564008
ACH-000334_Avana-3_DB-311Cas9_RepB_p3_Avana-3,avana,0.7030598006402771
ACH-000396_Avana-3_J82-311Cas9_RepA_p5_Avana-3,avana,0.7194623977998532
ACH-000396_Avana-3_J82-311Cas9_RepB_p5_Avana-3,avana,0.7313112404965949
ACH-000404_Avana-3_K029AX-311cas9_RepB_p6_Avana-3,avana,0.8762574223198072
ACH-000406_Avana-3_U937-101Cas9 Rep A p6_Avana-3,avana,0.9913513536864115
ACH-000406_Avana-3_U937-101Cas9 Rep C p6_Avana-3,avana,0.9896778286437752
ACH-000406_Avana-3_U937-101Cas9 Rep D p6_Avana-3,avana,0.9884590507969494
ACH-000434_Avana-3_NCI-H1915-311Cas9_RepA_p6_Avana-3,avana,1.0892844002102522
ACH-000434_Avana-3_NCI-H1915-311Cas9_RepB_p6_Avana-3,avana,1.065641797910239
ACH-000458_Avana-3_CJM-311Cas9_RepA_p7_Avana-3,avana,0.9179852790726318
ACH-000458_Avana-3_CJM-311Cas9_RepB_p7_Avana-3,avana,0.8649392864708612
ACH-000479_Avana-3_KNS-81-311cas9_RepA_p5_Avana-3,avana,0.7590591904250177
ACH-000479_Avana-3_KNS-81-311cas9_RepB_p5_Avana-3,avana,0.8130850133816229
ACH-000527_Avana-2_OVISE-311cas9 Rep A p6_Avana-2,avana,1.1721728242561986
ACH-000527_Avana-2_OVISE-311cas9 Rep B p6_Avana-2,avana,1.2125548177287828
ACH-000527_Avana-2_OVISE-311cas9 Rep C p6_Avana-2,avana,1.1485879296678578
ACH-000605_Avana-3_TE6-311cas9_RepA_p6_Avana-3,avana,0.7325804566744897
ACH-000605_Avana-3_TE6-311cas9_RepB_p6_Avana-3,avana,0.6866995226142233
ACH-000614_Avana-3_RVH421-311Cas9_RepA_p5_Avana-3,avana,0.6826416110532691
ACH-000614_Avana-3_RVH421-311Cas9_RepB_p5_Avana-3,avana,0.6989556800121011
ACH-000657_Avana-2_A2780-311cas9 Rep A p6_Avana-2,avana,0.9264201061629544
ACH-000657_Avana-2_A2780-311cas9 Rep B p6_Avana-2,avana,0.9244245128751816
ACH-000750_Avana-2_LOXIMVI-311Cas9_RepA_p6_Avana-2,avana,1.9868914741377375
ACH-000750_Avana-2_LOXIMVI-311Cas9_RepB_p6_Avana-2,avana,1.658587595014811
ACH-000774_Avana-3_RERF-LC-Ad2-311cas9_RepA_p6_Avana-3,avana,0.14715781495426083
ACH-000774_Avana-3_RERF-LC-Ad2-311cas9_RepB_p6_Avana-3,avana,0.1365541071732337
ACH-000787_Avana-3_LXF-289-311cas9 Rep B p6_Avana-3,avana,0.7824133432405064
ACH-000787_Avana-3_LXF-289-311cas9 Rep C p6_Avana-3,avana,0.8256385725211738
ACH-000787_Avana-3_LXF-289-311cas9 Rep D p6_Avana-3,avana,0.9797324609379217
ACH-000788_Avana-3_A2058-311cas9_RepA_p6_Avana-3,avana,0.8767581057638613
ACH-000788_Avana-3_A2058-311cas9_RepB_p6_Avana-3,avana,0.907583014251258
ACH-000912_Avana-3_NCI-H2286-311caa9_RepA_p6_Avana-3,avana,1.5774420841605927
ACH-000912_Avana-3_NCI-H2286-311caa9_RepB_p6_Avana-3,avana,1.6677236280672676
ACH-000935_Avana-3_MDST8-311Cas9 Rep A p6_Avana-3,avana,2.444494355973594
ACH-000935_Avana-3_MDST8-311Cas9 Rep C p6_Avana-3,avana,2.2673306903042922
ACH-000935_Avana-3_MDST8-311Cas9 Rep D p6_Avana-3,avana,0.704363910278041
ACH-000937_Avana-3_PF382-311CAS9_RepA_p6_Avana-3,avana,0.560545083444777
ACH-000937_Avana-3_PF382-311CAS9_RepB_p6_Avana-3,avana,0.6066902254687867
ACH-000946_Avana-3_HEC265-311Cas9_RepA_p6_Avana-3,avana,1.7181281996523008
ACH-000946_Avana-3_HEC265-311Cas9_RepB_p6_Avana-3,avana,1.7586708723235047
ACH-000955_Avana-4_SNU407-311Cas9_RepB_p6_Avana-4,avana,1.3100278470947397
ACH-000988_Avana-3_MFE-319-311Cas9_RepA_p6_Avana-3,avana,1.2970361914724133
ACH-000988_Avana-3_MFE-319-311Cas9_RepB_p6_Avana-3,avana,0.07334832073313018
ACH-000993_Avana-3_JHUEM7-311Cas9_RepA_p5_Avana-3,avana,0.647445836446122
ACH-000993_Avana-3_JHUEM7-311Cas9_RepB_p5_Avana-3,avana,0.6512546150249958
ACH-000996_Avana-3_HEC-251-311Cas9_RepA_p5_Avana-3,avana,1.3543886008110286
ACH-000996_Avana-3_HEC-251-311Cas9_RepB_p5_Avana-3,avana,1.3570207353719856
ACH-001129_Avana-3_MONO-MAC1-311cas9_RepA_p6_Avana-3,avana,1.791250189056012
ACH-001129_Avana-3_MONO-MAC1-311cas9_RepB_p6_Avana-3,avana,1.832923707326918
ACH-001303_Avana-3_NB1643-311Cas9_RepA_p4_Avana-3,avana,0.33315599617259745
ACH-001303_Avana-3_NB1643-311Cas9_RepB_p4_Avana-3,avana,0.27670600140247564
ACH-001411_Avana-3_UMUC5-311Cas9_RepA_p6_Avana-3,avana,0.855618389145579
ACH-001411_Avana-3_UMUC5-311Cas9_RepB_p6_Avana-3,avana,0.9058640699517885
ACH-001533_Avana-4_KARPAS1718-311cas9-RepA-p6_Avana-4,avana,0.6629316832671077
ACH-001533_Avana-4_KARPAS1718-311cas9-RepB-p6_Avana-4,avana,0.6741867656205354
ACH-001554_Avana-3_MEL202-311cas9_RepA_p6_Avana-3,avana,0.6247140494794816
ACH-001554_Avana-3_MEL202-311cas9_RepB_p6_Avana-3,avana,0.5785731803389887
ACH-001563_Avana-3_MM127-311cas9_RepA_p5_Avana-3,avana,0.976103770137615
ACH-001563_Avana-3_MM127-311cas9_RepB_p5_Avana-3,avana,1.0434196218894585
ACH-001636_Avana-4_RAMOS-311cas9-RepA-p6_Avana-4,avana,3.2610914343550323
ACH-001636_Avana-4_RAMOS-311cas9-RepB-p6_Avana-4,avana,2.5632686920475196
ACH-001674_Avana-4_TGW-311Cas9-RepA-P6_Avana-4,avana,0.15249548559479242
ACH-001674_Avana-4_TGW-311Cas9-RepB-P6_Avana-4,avana,0.16811005160351275
ACH-001736_Avana-3_HB11;19-311CAS9_RepA_p6_Avana-3,avana,0.9286365822563586
