replicate_ID,library,growth_rate
ACH-001736_Avana-3_HB11;19-311CAS9_RepB_p6_Avana-3,avana,0.8840403618734218
ACH-001836_Avana-3_ICC108-311cas9-RepA-p4_Avana-3,avana,0.8869120434910068
ACH-001836_Avana-3_ICC108-311cas9-RepB-p4_Avana-3,avana,0.8620394348110333
ACH-001842_Avana-3_ICC2-311cas9_RepA_p6_Avana-3,avana,2.307028202459527
ACH-001842_Avana-3_ICC2-311cas9_RepB_p6_Avana-3,avana,2.3489661999745475
ACH-001843_Avana-3_ICC3-311cas9_RepA_p6_Avana-3,avana,0.19212113004272988
ACH-001843_Avana-3_ICC3-311cas9_RepB_p6_Avana-3,avana,0.20482205588199734
ACH-002029_Avana-4_SAS-311cas9-RepA-p6_Avana-4,avana,0.8663914022873759
ACH-002029_Avana-4_SAS-311cas9-RepB-p6_Avana-4,avana,0.8710908328371939
ACH-000614_Avana-4_RVH421RPMI-311Cas9-RepA-p6_Avana-4,avana,1.0646222139573203
ACH-000614_Avana-4_RVH421RPMI-311Cas9-RepB-p6_Avana-4,avana,1.087046820115059
ACH-002926_Avana-4_UPMD1-311cas9-RepA-p6_Avana-4,avana,0.9978368505984151
ACH-002926_Avana-4_UPMD1-311cas9-RepB-p6_Avana-4,avana,0.9088049930267367
ACH-000788_KY-2_A2058_c903R1_KY-2,ky,0.8390687061601022
ACH-000788_KY-2_A2058_c903R2_KY-2,ky,0.8510282388090975
ACH-000788_KY-2_A2058_c903R3_KY-2,ky,0.6502212827176375
ACH-000657_KY-1_A2780_c905R1_KY-1,ky,0.760218661391603
ACH-000657_KY-1_A2780_c905R2_KY-1,ky,0.7741035209792141
ACH-000913_KY-1_ESS1_C908R2_KY-1,ky,0.9720855007469806
ACH-000913_KY-1_ESS1_C908R3_KY-1,ky,1.006241470116572
ACH-000434_KY-1_H1915_c906R1_KY-1,ky,0.9549855661199407
ACH-000434_KY-1_H1915_c906R2_KY-1,ky,0.5691912099810145
ACH-000434_KY-1_H1915_c906R3_KY-1,ky,0.5622085494427888
ACH-000841_KY-1_H2087_c906R1_KY-1,ky,0.5371429946841534
ACH-000841_KY-1_H2087_c906R2_KY-1,ky,0.9520268143188498
ACH-000841_KY-1_H2087_c906R3_KY-1,ky,0.8883083834594057
ACH-001081_KY-2_HCC299_c903R1_KY-2,ky,0.7339565428590806
ACH-001081_KY-2_HCC299_c903R2_KY-2,ky,0.9098657828531054
ACH-001081_KY-2_HCC299_c903R3_KY-2,ky,0.9696345371859363
ACH-001517_KY-1_HEC1_c907R1_KY-1,ky,1.0059894150800652
ACH-001517_KY-1_HEC1_c907R2_KY-1,ky,0.9464980875348007
ACH-001517_KY-1_HEC1_c907R3_KY-1,ky,1.0487807839922014
ACH-000969_KY-1_KM12_c908R1_100_KY-1,ky,1.096654689859482
ACH-000969_KY-1_KM12_c908R2_100_KY-1,ky,1.1280662073065186
ACH-000969_KY-1_KM12_c908R3_100_KY-1,ky,1.1496489472383373
ACH-000714_KY-1_KMS11_c907R1_KY-1,ky,1.1479256693254907
ACH-000714_KY-1_KMS11_c907R2_KY-1,ky,1.1746381068793272
ACH-000714_KY-1_KMS11_c907R3_KY-1,ky,1.2204943178814538
ACH-000855_KY-1_KYSE15_c907R1_KY-1,ky,1.222379568834259
ACH-000855_KY-1_KYSE15_c907R2_KY-1,ky,1.2282856220335152
ACH-000855_KY-1_KYSE15_c907R3_KY-1,ky,1.1765260223765024
ACH-000784_KY-1_KYSE70_c907R1_KY-1,ky,1.22520772543465
ACH-000784_KY-1_KYSE70_c907R2_KY-1,ky,1.0959252487070306
ACH-000784_KY-1_KYSE70_c907R3_KY-1,ky,0.8278199366163425
ACH-000183_KY-1_L363_c907R4_KY-1,ky,0.8183817562777217
ACH-000183_KY-1_L363_c907R5_KY-1,ky,0.8514196277405459
ACH-000183_KY-1_L363_c907R6_KY-1,ky,1.0271210287550396
ACH-002265_KY-1_LB771H_c908R1_KY-1,ky,1.129071878923207
ACH-002265_KY-1_LB771H_c908R2_KY-1,ky,1.1435480092694768
ACH-002265_KY-1_LB771H_c908R3_KY-1,ky,1.5349359294868163
ACH-000787_KY-1_LXF289_c906R1_KY-1,ky,1.3146371256137288
ACH-000787_KY-1_LXF289_c906R2_KY-1,ky,0.7471300550243754
ACH-000787_KY-1_LXF289_c906R3_KY-1,ky,1.09428294134462
ACH-000935_KY-2_MDST8_c903R3_KY-2,ky,1.160261270794803
ACH-000192_KY-1_MFE280_C908R1_KY-1,ky,1.697347474214596
ACH-000192_KY-1_MFE280_C908R2_KY-1,ky,1.2445404229636812
ACH-000192_KY-1_MFE280_C908R3_KY-1,ky,1.2762023161455913
ACH-000527_KY-1_OVISE_c905R2_KY-1,ky,0.9360080963291498
ACH-000527_KY-1_OVISE_c905R3_KY-1,ky,0.9901627911234274
ACH-002189_KY-1_RCCFG2_C908R1_KY-1,ky,1.1152868921044934
ACH-002189_KY-1_RCCFG2_C908R2_KY-1,ky,1.052427590980398
ACH-002189_KY-1_RCCFG2_C908R3_KY-1,ky,0.9397727773295526
ACH-002029_KY-1_SAS_c907R1_KY-1,ky,0.8613544471483389
ACH-002029_KY-1_SAS_c907R2_KY-1,ky,0.9487499330400688
ACH-002029_KY-1_SAS_c907R3_KY-1,ky,1.0281814623618624
ACH-000149_KY-1_SKNSH_c906R1_KY-1,ky,1.0163317504669478
ACH-000149_KY-1_SKNSH_c906R2_KY-1,ky,1.016757811786474
ACH-000149_KY-1_SKNSH_c906R3_KY-1,ky,1.0903987747097204
ACH-000991_KY-2_SNU81_c903R1_KY-2,ky,1.0913159721376235
ACH-000991_KY-2_SNU81_c903R2_KY-2,ky,1.0552902053282505
ACH-000991_KY-2_SNU81_c903R3_KY-2,ky,0.8150266866870118
ACH-000958_KY-2_SW48_C902R1_P1D14_KY-2,ky,0.8621282032788787
ACH-000958_KY-2_SW48_C902R2_P1D14_KY-2,ky,0.8257226369215882
ACH-000958_KY-2_SW48_C902R3_P1D14_KY-2,ky,0.9219019925146561
ACH-000147_KY-2_T47d_c903R2_KY-2,ky,0.9220994513767685
ACH-000147_KY-2_T47d_c903R3_KY-2,ky,0.847074576895127
